Temp,한국어,영어,영어 검수
381869,오늘 아침 요리는 찐 호박잎이에요.,Today's breakfast is steamed leaves of pumkin.,Today's breakfast is steamed pumpkin leaves.
381870,내가 계란 요리를 잘하기 때문입니다.,Because I'm good cooking at egg dishes.,Because I'm good at cooking eggs.
381967,이 도시는 완전히 새로운 도시이에요.,This is a whole lot different city.,This is a brand new city.
381982,일본 오키나와가 피해가 클 거예요.,"Damage will be greater in Okinawa, Japan.","There will be great damage in Okinawa, Japan."
381987,나의 매니저와 통화하면 알거예요.,You'll know once you call my manager.,You'll see it once you call my manager.
381996,눈이 너무 와서 위험하기 때문입니다.,It is dangerous because there were too much snow.,It's dangerous because there is too much snow.
382046,거실에 다트와 게임기를 둘 거예요.,I will put dart board and a game player in the living room.,I will put a dart game and a game player in the living room.
382069,그것은 김치와 참치를 넣은 밥입니다.,That is a rice with Kimchi and tuna.,That is rice with Kimchi and tuna.
382085,유대인을 도와주려고 노력할 거예요.,I'll try to help Jewish people.,I'll try to help Jewish people.
382100,충분히 기사와 얘기를 나눌 거예요.,I will have a thorough discussion with the driver.,I will have a thorough discussion with the driver.
382103,그 영화의 옷들은 복고 스타일입니다.,The clothes in the film are retro style.,The clothes in the film are the retro style.
382120,이 사진은 올해 초에 찍은 거예요.,This picture was taken early this year.,This picture was taken early this year.
382124,8층 꼭대기에 올라가서 본 풍경입니다.,"This is a scenery viewed from the top, 8th floor.","This is a scenery viewed from the top, 8th floor."
382141,뉴질랜드에 온 지 19년째에요.,It's been 19 years since I arrived in New Zealand.,It's been 19 years since I moved to New Zealand.
382157,꿈을 향해 오늘도 달려갈 거예요.,I will do my best today for my dream.,I'll do my best over and over for my dream.
382171,이것들은 오늘 사야 할 물건이에요.,These are things to buy today.,These are the things to buy today.
382227,브라이언은 오늘 결석을 할 거예요.,Brian will be absent from school today.,Brian will be absent in school today.
382230,이 제품은 오일이 함유된 제품입니다.,This product contains oil.,This product contains oil.
382242,사용한 지 오래되어 약간 걱정이에요.,I am worried because it has been used since a long time ago.,I am worried because it's been long to be used.
382261,아빠는 곧 예수님을 만날 거예요.,A father will meet Jesus soon.,My father will meet Jesus soon.
382293,나는 내일 영화를 반납할 것입니다.,I'm going to return a movie tomorrow.,I'm going to return the movie tomorrow.
382342,그것이 이 영화가 시사하는 점이에요.,That is what this film implies.,That is what this film implies.
382346,내 인생에 영향을 끼친 사람이에요.,The person who has influenced my life is .,This is the person who has influenced my life.
382347,금요일이라 영화 보러 갈 예정이에요.,I'm planning to watch a movie because it's Friday.,I'm going to watch a movie because it's Friday.
382348,이 장소는 영화의 마지막 장면이에요.,This place is the last scene of the film.,This place is the last scene of the film.
382349,내 전략은 영어를 잘하는 거예요.,My strategy is to be good at English.,My strategy is to get excellent English skills.
382371, 더 열심히 참여할 것입니다.,And I will more hardly join it.,And I'll participate more actively.
382373,제주도에서 열리는 민속 5일장입니다.,It is a five-day interval village market that is held in jejudo.,It is a 5-day folk market that is held in Jeju Island.
382376,활동에 더 열심히 참여할 것입니다.,I will participate in the activity harder,I will participate in the activity enthusiastically.
382413,처음에는 당연히 쉽지 않을 것입니다.,"Of course, it would not be easy in the beginning.",It won't be easy in the beginning.
382415,축제에서 공연되던 전통 가면극입니다.,It's a traditional mask opera that is performed in festivals.,It's a traditional masque that used to be performed in festivals.
382418,책 제목은 연을 쫓는 아이예요.,"The title of the book is ""The Kite Runner.""","The title of the book is ""The Kite Runner""."
382440,일요일에도 역시 골프를 할 거예요.,I will play golf on Sunday as well.,I will play golf on Sunday as well.
382450,너와 함께 6시간은 놀 거야.,I will play with you for 6 hours.,I will play with you at least for 6 hours.
382503,뉴질랜드는 여행 가기 좋은 장소예요.,New Zealand is a place that is good to travel.,New Zealand is a good place to travel.
382526,이 영화의 여자 주인공은 Block입니다.,This movie's heroine is Block.,This movie's heroine is Block.
382558,여행하기엔 너무 늦은 나이예요.,Too old for traveling.,I'm too late to travel.
382580,나는 3월에 기타를 배울 것입니다.,I will learn a guitar on March.,I will learn a guitar in March.
382581,나는 5월에 다시 가입할 것입니다.,I will rejoin in May.,I will rejoin in May.
382582,나는 6월에 한국에 있을 거예요.,I will be in Korea in June.,I will be in Korea in June.
382583,나는 다음 달에 반을 옮길 예정입니다.,I will be switching class next month.,I'm changing the class next month.
382584,나는 월요일에 남부로 갈 생각입니다.,I will head south on Monday.,I will head south on Monday.
382621,나는 7월에는 휴가를 갈 거예요.,I will go on a vacation on July.,I will go on vacation in July.
382622,나는 다음 주에 낚시하러 갈 것입니다.,I will go fishing next week.,I will go fishing next week.
382673,네가 불면증에 시달릴까 봐 걱정이야.,I am afraid you will suffer from insomnia.,I'm afraid you will suffer from insomnia.
382674,나는 8월에 시험을 볼 계획이에요.,I plan to take an exam on August.,I plan to take an exam in August.
382678,나는 배달원에게 돈을 줬을 거예요.,I must have given the money to the delivery man.,I must have paid to the delivery man.
382682,나는 스키장에서 보드 타는 중이에요.,I'm snowboarding in a ski resort.,I'm snowboarding in a ski resort.
382689,나는 강동원에 관해 기술할 거예요.,I'm going to describe Gang Dongwon.,I'm going to describe Gang Dongwon.
382690,나는 금요일에 원주에 갈 예정입니다.,I'm going to Wonju next Friday.,I'll go to Wonju on Friday.
382691,이번 목요일에는 가지 않을 예정이에요.,I'm not going to go on this Thursday.,I'm not going this Thursday.
382708,국내 대리점에서 구매할 예정입니다.,I'm planning to buy at a domestic branch.,I'm going to buy it at a domestic branch.
382727,다른 부서들에 꼭 필요한 부서입니다.,This department is absolutely necessary for other departments.,This department is necessary for others.
382784,나는 니콜라에 사는 사람이에요.,I am a person living in Nikola.,I am living in Nikola.
382794,나는 2월에 미국에 갈 예정입니다.,I am going to visit US in Febuary.,I am going to the USA in February.
382795,나는 다음 주에 종루에 갈 예정이에요.,I am planning to go to Jongru next week.,I am planning to go to Jongru next week.
382816,그는 3월에 한국에 갈 예정이에요.,He is planning to visit Korea in March.,He is visiting Korea in March.
382820,다음 달 초에 개봉될 것입니다.,It will be released on the first week of the next month.,It will be released early next month.
382830,그는 브라질에 혼자 입국할 거예요.,He will be going to Brazil alone.,He will arrive in Brazil by himself.
382887,남자가 여자에게 보답해 주는 날입니다.,It is the day when men answer to women.,It's the day when men repay women.
382900,우리가 그곳에 다녀온 지 백일이에요.,We went there 100days ago.,We went there 100 days ago.
382910,어떻게 회사에 가야 할지 걱정이에요.,I am worried about how am I supposed to go to the company.,I am worried about how I'm supposed to get to work.
